ICCID;IMSI;MSISDN;Billing Status;Data Session;Active Price Plan;Base Price Plan;Technology;Data Volume;SMS MO/MT Count;Voice MO/MT Duration;Country;Activation Date (UTC);Group;Device;Roaming Profile;APN Group;APN & Static IP;Service Profile;IMEI
89430301722110310933;232031721031093;436761723010600;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;704520;0 / 0;0 / 0;Colombia;2022-03-11;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.136.79;DATA/SMS [TMA]
89430301722110310941;232031721031094;436761723010601;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Colombia;2022-03-11;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.171.20;DATA/SMS [TMA]
89430301722110310958;232031721031095;436761723010602;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;933533;0 / 0;0 / 0;Colombia;2022-03-11;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.247.18;DATA/SMS [TMA]
89430301722110310966;232031721031096;436761723010603;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Ecuador;2022-03-21;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.213.90;DATA/SMS [TMA]
89430301722110310974;232031721031097;436761723010604;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Ecuador;2022-03-23;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.151.149;DATA/SMS [TMA]
89430301722110310982;232031721031098;436761723010605;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;922767;0 / 0;0 / 0;Colombia;2022-03-30;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.158.189;DATA/SMS [TMA]
89430301722110310990;232031721031099;436761723010606;Suspended;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Colombia;2022-03-23;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.138.98;DATA/SMS [TMA]
89430301722110311006;232031721031100;436761723010607;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Colombia;2022-03-23;PUERTO;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.13.158.10;DATA/SMS [TMA]
89430301722122678046;232031722267804;436761723367483;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;1352261;0 / 0;0 / 0;Colombia;2022-09-08;RASTREAR;WFM417;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.83.42;DATA/SMS [TMA]
89430301722122678053;232031722267805;436761723367484;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;;0 / 0;0 / 0;Colombia;2022-09-08;RASTREAR;SKG889;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.201.81;DATA/SMS [TMA]
89430301722122678061;232031722267806;436761723367485;In Testing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;;0 / 0;0 / 0;Colombia;;GUIO;HESEGO;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.20.212;DATA/SMS [TMA]
89430301722122678079;232031722267807;436761723367486;Suspended;;RASTREAR_10MB_ZoneD_Colombia_Pool;;;;0 / 0;0 / 0;;2022-09-28;GUIO;volqueta;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.250.241;DATA/SMS [TMA]
89430301722122678087;232031722267808;436761723367487;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;378984;0 / 0;0 / 0;Colombia;2022-10-22;GUIO;JIS65F;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.15.244;DATA/SMS [TMA]
89430301722122678095;232031722267809;436761723367488;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;;836109;0 / 0;0 / 0;Colombia;2024-05-11;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.10.167;DATA/SMS [TMA]
89430301722122678103;232031722267810;436761723367489;In Testing;;RASTREAR_10MB_ZoneD_Colombia_Pool;;;;0 / 0;0 / 0;;;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.140.19;DATA/SMS [TMA]
89430301722122678111;232031722267811;436761723367490;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;2457654;0 / 0;0 / 0;Colombia;2023-09-13;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.47.206;DATA/SMS [TMA]
89430301722122678129;232031722267812;436761723367491;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;321319;0 / 0;0 / 0;Colombia;2023-09-18;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.253.115;DATA/SMS [TMA]
89430301722122678137;232031722267813;436761723367492;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;4814;0 / 0;0 / 0;Colombia;2023-09-19;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.103.61;DATA/SMS [TMA]
89430301722122678145;232031722267814;436761723367493;In Testing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;927074;0 / 0;0 / 0;Colombia;;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.110.229;DATA/SMS [TMA]
89430301722122678152;232031722267815;436761723367494;In Testing;;RASTREAR_10MB_ZoneD_Colombia_Pool;;;;0 / 0;0 / 0;;;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.205.151;DATA/SMS [TMA]
89430301722122678160;232031722267816;436761723367495;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;934386;0 / 0;0 / 0;Colombia;2023-09-14;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.238.112;DATA/SMS [TMA]
89430301722122678178;232031722267817;436761723367496;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;415428;0 / 0;0 / 0;Ecuador;2023-09-10;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.230.231;DATA/SMS [TMA]
89430301722122678186;232031722267818;436761723367497;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;317140;0 / 0;0 / 0;Colombia;2023-09-09;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.49.147;DATA/SMS [TMA]
89430301722122678194;232031722267819;436761723367498;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;830505;0 / 0;0 / 0;Ecuador;2023-09-09;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.128.99;DATA/SMS [TMA]
89430301722122678202;232031722267820;436761723367499;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;;0 / 0;0 / 0;Colombia;2023-09-09;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.194.144;DATA/SMS [TMA]
89430301722122678210;232031722267821;436761723367500;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Colombia;2023-09-07;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.222.15;DATA/SMS [TMA]
89430301722122678228;232031722267822;436761723367501;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;147291;0 / 0;0 / 0;Colombia;2023-09-07;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.12.94;DATA/SMS [TMA]
89430301722122678236;232031722267823;436761723367502;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;;0 / 0;0 / 0;Colombia;2023-09-07;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.190.68;DATA/SMS [TMA]
89430301722122678244;232031722267824;436761723367503;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;;0 / 0;0 / 0;Colombia;2023-09-07;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.188.16;DATA/SMS [TMA]
89430301722122678251;232031722267825;436761723367504;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;0;0 / 0;0 / 0;Colombia;2023-09-06;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.132.147;DATA/SMS [TMA]
89430301722122678269;232031722267826;436761723367505;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Colombia;2023-09-07;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.184.251;DATA/SMS [TMA]
89430301722122678277;232031722267827;436761723367506;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;694900;0 / 0;0 / 0;Colombia;2023-09-06;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.73.143;DATA/SMS [TMA]
89430301722122678285;232031722267828;436761723367507;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;994032;0 / 0;0 / 0;Colombia;2023-09-03;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.34.226;DATA/SMS [TMA]
89430301722122678293;232031722267829;436761723367508;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;1195612;0 / 0;0 / 0;Colombia;2023-09-03;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.33.67;DATA/SMS [TMA]
89430301722122678301;232031722267830;436761723367509;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;620915;0 / 0;0 / 0;Colombia;2023-09-08;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.231.118;DATA/SMS [TMA]
89430301722122678319;232031722267831;436761723367510;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Colombia;2023-09-05;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.175.26;DATA/SMS [TMA]
89430301722122678327;232031722267832;436761723367511;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;;0 / 0;0 / 0;Colombia;2023-09-05;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.55.3;DATA/SMS [TMA]
89430301722122678335;232031722267833;436761723367512;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;336738;0 / 0;0 / 0;Colombia;2023-09-04;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.159.5;DATA/SMS [TMA]
89430301722122678343;232031722267834;436761723367513;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;462665;0 / 0;0 / 0;Colombia;2023-09-04;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.14.61;DATA/SMS [TMA]
89430301722122678350;232031722267835;436761723367514;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;383752;0 / 0;0 / 0;Colombia;2023-09-05;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.128.156;DATA/SMS [TMA]
89430301722122678368;232031722267836;436761723367515;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;284477;0 / 0;0 / 0;Colombia;2023-09-04;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.252.142;DATA/SMS [TMA]
89430301722122678376;232031722267837;436761723367516;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;786803;0 / 0;0 / 0;Colombia;2023-09-04;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.180.99;DATA/SMS [TMA]
89430301722122678384;232031722267838;436761723367517;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;844581;0 / 0;0 / 0;Colombia;2023-09-01;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.11.9;DATA/SMS [TMA]
89430301722122678392;232031722267839;436761723367518;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;791540;0 / 0;0 / 0;Colombia;2023-08-18;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.152.154;DATA/SMS [TMA]
89430301722122678400;232031722267840;436761723367519;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;;0 / 0;0 / 0;Colombia;2023-08-18;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.245.12;DATA/SMS [TMA]
89430301722122678418;232031722267841;436761723367520;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;926956;0 / 0;0 / 0;Colombia;2023-08-18;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.117.233;DATA/SMS [TMA]
89430301722122678426;232031722267842;436761723367521;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Colombia;2023-08-15;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.123.11;DATA/SMS [TMA]
89430301722122678434;232031722267843;436761723367522;In Testing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;;0 / 0;0 / 0;Colombia;;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.242.110;DATA/SMS [TMA]
89430301722122678442;232031722267844;436761723367523;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;1038372;0 / 0;0 / 0;Colombia;2023-08-03;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.50.24;DATA/SMS [TMA]
89430301722122678459;232031722267845;436761723367524;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;289178;0 / 0;0 / 0;Colombia;2023-08-03;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.190.73;DATA/SMS [TMA]
89430301722122678467;232031722267846;436761723367525;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;;0 / 0;0 / 0;Colombia;2023-09-08;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.0.112;DATA/SMS [TMA]
89430301722122678475;232031722267847;436761723367526;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;451890;0 / 0;0 / 0;Colombia;2023-09-08;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.4.242;DATA/SMS [TMA]
89430301722122678483;232031722267848;436761723367527;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;33690;0 / 0;0 / 0;Colombia;2023-09-08;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.174.90;DATA/SMS [TMA]
89430301722122678491;232031722267849;436761723367528;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;422105;0 / 0;0 / 0;Colombia;2023-09-08;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.116.50;DATA/SMS [TMA]
89430301722122678509;232031722267850;436761723367529;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;406492;0 / 0;0 / 0;Colombia;2023-09-09;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.37.94;DATA/SMS [TMA]
89430301722122678517;232031722267851;436761723367530;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;;0 / 0;0 / 0;Colombia;2023-09-08;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.32.109;DATA/SMS [TMA]
89430301722122678525;232031722267852;436761723367531;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;0;0 / 0;0 / 0;Colombia;2023-09-12;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.221.8;DATA/SMS [TMA]
89430301722122678533;232031722267853;436761723367532;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;127981;0 / 0;0 / 0;Colombia;2023-09-08;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.66.57;DATA/SMS [TMA]
89430301722122678541;232031722267854;436761723367533;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;229012;0 / 0;0 / 0;Colombia;2023-09-08;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.173.49;DATA/SMS [TMA]
89430301722122678558;232031722267855;436761723367534;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;1758286;0 / 0;0 / 0;Colombia;2023-09-25;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.139.18;DATA/SMS [TMA]
89430301722122678566;232031722267856;436761723367535;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;679025;0 / 0;0 / 0;Colombia;2023-09-07;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.69.65;DATA/SMS [TMA]
89430301722122678574;232031722267857;436761723367536;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;727762;0 / 0;0 / 0;Ecuador;2023-09-10;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.147.53;DATA/SMS [TMA]
89430301722122678582;232031722267858;436761723367537;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;561821;0 / 0;0 / 0;Ecuador;2023-09-10;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.125.208;DATA/SMS [TMA]
89430301722122678590;232031722267859;436761723367538;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;217581;0 / 0;0 / 0;Colombia;2023-09-12;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.15.168;DATA/SMS [TMA]
89430301722122678608;232031722267860;436761723367539;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;452089;0 / 0;0 / 0;Colombia;2023-09-13;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.223.113;DATA/SMS [TMA]
89430301722122678616;232031722267861;436761723367540;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;;0 / 0;0 / 0;Colombia;2023-08-23;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.119.216;DATA/SMS [TMA]
89430301722122678624;232031722267862;436761723367541;In Testing;;RASTREAR_10MB_ZoneD_Colombia_Pool;;;;0 / 0;0 / 0;;;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.202.90;DATA/SMS [TMA]
89430301722122678632;232031722267863;436761723367542;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Colombia;2023-08-16;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.173.197;DATA/SMS [TMA]
89430301722122678640;232031722267864;436761723367543;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;1035804;0 / 0;0 / 0;Colombia;2023-09-04;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.16.76;DATA/SMS [TMA]
89430301722122678657;232031722267865;436761723367544;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;;230362;0 / 0;0 / 0;Colombia;2023-10-11;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.91.65;DATA/SMS [TMA]
89430301722122678665;232031722267866;436761723367545;In Testing;;RASTREAR_10MB_ZoneD_Colombia_Pool;;;;0 / 0;0 / 0;;;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.117.199;DATA/SMS [TMA]
89430301722122678673;232031722267867;436761723367546;In Testing;;RASTREAR_10MB_ZoneD_Colombia_Pool;;;;0 / 0;0 / 0;;;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.156.215;DATA/SMS [TMA]
89430301722122678681;232031722267868;436761723367547;In Testing;;RASTREAR_10MB_ZoneD_Colombia_Pool;;;;0 / 0;0 / 0;;;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.11.183;DATA/SMS [TMA]
89430301722122678699;232031722267869;436761723367548;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;;0 / 0;0 / 0;Colombia;2023-09-06;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.121.98;DATA/SMS [TMA]
89430301722122678707;232031722267870;436761723367549;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Colombia;2023-09-02;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.91.215;DATA/SMS [TMA]
89430301722122678715;232031722267871;436761723367550;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;697038;0 / 0;0 / 0;Colombia;2023-08-30;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.45.135;DATA/SMS [TMA]
89430301722122678723;232031722267872;436761723367551;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;1312602;0 / 0;0 / 0;Ecuador;2023-08-30;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.6.35;DATA/SMS [TMA]
89430301722122678731;232031722267873;436761723367552;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;252175;0 / 0;0 / 0;Colombia;2023-08-29;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.45.204;DATA/SMS [TMA]
89430301722122678749;232031722267874;436761723367553;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;364282;0 / 0;0 / 0;Colombia;2023-08-31;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.226.50;DATA/SMS [TMA]
89430301722122678756;232031722267875;436761723367554;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;876906;0 / 0;0 / 0;Colombia;2023-08-30;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.81.254;DATA/SMS [TMA]
89430301722122678764;232031722267876;436761723367555;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;591187;0 / 0;0 / 0;Colombia;2023-08-31;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.62.233;DATA/SMS [TMA]
89430301722122678772;232031722267877;436761723367556;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;1088572;0 / 0;0 / 0;Colombia;2023-08-31;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.65.17;DATA/SMS [TMA]
89430301722122678780;232031722267878;436761723367557;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;38435;0 / 0;0 / 0;Colombia;2023-09-01;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.108.33;DATA/SMS [TMA]
89430301722122678798;232031722267879;436761723367558;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;534642;0 / 0;0 / 0;Colombia;2023-08-30;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.189.145;DATA/SMS [TMA]
89430301722122678806;232031722267880;436761723367559;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;;0 / 0;0 / 0;Colombia;2023-08-30;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.212.172;DATA/SMS [TMA]
89430301722122678814;232031722267881;436761723367560;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;;0 / 0;0 / 0;Colombia;2023-08-29;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.154.245;DATA/SMS [TMA]
89430301722122678822;232031722267882;436761723367561;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;663172;0 / 0;0 / 0;Colombia;2023-08-29;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.227.29;DATA/SMS [TMA]
89430301722122678830;232031722267883;436761723367562;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;733917;0 / 0;0 / 0;Colombia;2023-08-31;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.146.98;DATA/SMS [TMA]
89430301722122678848;232031722267884;436761723367563;In Testing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;462211;0 / 0;0 / 0;Ecuador;;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.174.43;DATA/SMS [TMA]
89430301722122678855;232031722267885;436761723367564;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;UMTS;774276;0 / 0;0 / 0;Ecuador;2023-08-31;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.105.45;DATA/SMS [TMA]
89430301722122678863;232031722267886;436761723367565;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;;;0 / 0;0 / 0;Ecuador;2023-10-06;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.38.195;DATA/SMS [TMA]
89430301722122678871;232031722267887;436761723367566;In Billing;Offline;RASTREAR_10MB_ZoneD_Colombia_Pool;;EDGE;;0 / 0;0 / 0;Ecuador;2023-08-29;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.14.112.46;DATA/SMS [TMA]
89430301722122678889;232031722267888;436761723367567;In Billing;Online;RASTREAR_10MB_ZoneD_Colombia_Pool;;LTE;1010928;0 / 0;0 / 0;Colombia;2023-08-29;RASTREAR;;TMA Global Roaming Profile;iot.secure [TMA];iot.secure [TMA] 10.15.131.210;DATA/SMS [TMA]
